date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:04:30	179254/179254	---MCZ	200	added ('OK')	text/html	etag:W/%22033d801d66201202cd0b61c09fd98feb%22	https://www.busuu.com/	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/index.html	(from )
01:04:31	228/228	---M-Z	200	added ('OK')	text/plain	etag:%2266d59441-1b5%22	https://www.busuu.com/robots.txt		(from )
01:04:32	163714/163714	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%220c59088cf01753a29cbe27163fb40a21%22	https://www.busuu.com/e,location.href	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/e,location.href	(from https://www.busuu.com/)
01:04:33	773/773	---M-Z	200	added ('OK')	application/json	etag:W/%2266daf8eb-305%22	https://www.busuu.com/manifest.json	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/manifest.json	(from https://www.busuu.com/)
01:04:33	179231/179231	---M-Z	200	added ('OK')	text/html	etag:W/%22f447fa6c7e706b1ee87b176b9eacd06a%22	https://www.busuu.com/en-us	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us.html	(from https://www.busuu.com/)
01:04:34	189758/189758	---M-Z	200	added ('OK')	text/html	etag:W/%2212af421c165ef040e3068517b79cf186%22	https://www.busuu.com/es	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/es.html	(from https://www.busuu.com/)
01:04:34	187722/187722	---M-Z	200	added ('OK')	text/html	etag:W/%2275be4d250b0adf2b9172f9261dfe183b%22	https://www.busuu.com/it	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/it.html	(from https://www.busuu.com/)
01:04:34	194298/194298	---M-Z	200	added ('OK')	text/html	etag:W/%2254762f8e07e89b7c4c5a14ae97549e2f%22	https://www.busuu.com/fr	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/fr.html	(from https://www.busuu.com/)
01:04:35	193844/193844	---M-Z	200	added ('OK')	text/html	etag:W/%221635f40ce5fba90dbbe49bebc20354ed%22	https://www.busuu.com/pt	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/pt.html	(from https://www.busuu.com/)
01:04:35	188539/188539	---M-Z	200	added ('OK')	text/html	etag:W/%224a4d3d7e8a096ff5bfa900ab7351f91d%22	https://www.busuu.com/tr	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/tr.html	(from https://www.busuu.com/)
01:04:35	222857/222857	---M-Z	200	added ('OK')	text/html	etag:W/%221ca9350bdd3b67406868196cccf64def%22	https://www.busuu.com/ar	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/ar.html	(from https://www.busuu.com/)
01:04:36	193665/193665	---M-Z	200	added ('OK')	text/html	etag:W/%22be1b745c9ea31a6bf392390e871c62b1%22	https://www.busuu.com/pl	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/pl.html	(from https://www.busuu.com/)
01:04:36	189167/189167	---M-Z	200	added ('OK')	text/html	etag:W/%22aece043e4b99f95c4c7ed1e11b53243f%22	https://www.busuu.com/de	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/de.html	(from https://www.busuu.com/)
01:04:37	228578/228578	---M-Z	200	added ('OK')	text/html	etag:W/%22d939d8d903c34eed83368590b2b88a66%22	https://www.busuu.com/ru	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/ru.html	(from https://www.busuu.com/)
01:04:37	196466/196466	---M-Z	200	added ('OK')	text/html	etag:W/%22d275d369a7c5d17ccc943331e63633d2%22	https://www.busuu.com/ja	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/ja.html	(from https://www.busuu.com/)
01:04:37	201454/201454	---M-Z	200	added ('OK')	text/html	etag:W/%22dcdef769f3dd08aa7d5804e3efa049e2%22	https://www.busuu.com/zh	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/zh.html	(from https://www.busuu.com/)
01:04:38	192500/192500	---M-Z	200	added ('OK')	text/html	etag:W/%22102768ecf1848281a36ba4883a4b00b2%22	https://www.busuu.com/ko	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/ko.html	(from https://www.busuu.com/)
01:04:38	195997/195997	---M-Z	200	added ('OK')	text/html	etag:W/%227cf297c98060af6f9b1bfcbf301dcbc8%22	https://www.busuu.com/vi	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/vi.html	(from https://www.busuu.com/)
01:04:39	187702/187702	---M-Z	200	added ('OK')	text/html	etag:W/%22948b5fb4d6cee54bb5a8f02bfb3d2653%22	https://www.busuu.com/id	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/id.html	(from https://www.busuu.com/)
01:04:39	4193/4193	---M--	200	added ('OK')	image/png	etag:%222cb6ccb038f65d95e833d2336f38be6f%22	https://cdn.busuu.com/homepage/34.12.1/img/busuu-icon-192x192-transparent.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/cdn.busuu.com/homepage/34.12.1/img/busuu-icon-192x192-transparent.png	(from https://www.busuu.com/)
01:04:39	3526/3526	---M--	200	added ('OK')	image/png	etag:%22fa7c5e46d7d3fb05cecb92254f82d3be%22	https://cdn.busuu.com/homepage/34.12.1/img/busuu-icon-180x180.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/cdn.busuu.com/homepage/34.12.1/img/busuu-icon-180x180.png	(from https://www.busuu.com/)
01:04:39	144233/144233	---MCZ	200	added ('OK')	text/css	etag:W/%22d2248622d77f72b4bafa1c9fcde32049%22	https://cdn.busuu.com/homepage/34.12.1/css/modular.css	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/cdn.busuu.com/homepage/34.12.1/css/modular.css	(from https://www.busuu.com/)
01:04:39	22075/22075	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2022%20Feb%202022%2022:01:18%20GMT	https://cdn.cookielaw.org/opt-out/otCCPAiab.js	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/cdn.cookielaw.org/opt-out/otCCPAiab.js	(from https://www.busuu.com/)
01:04:41	287717/287717	---M-Z	200	added ('OK')	text/javascript	etag:%22d822a9f9ca43925ffb025f8828a1e555%22	https://cdn.optimizely.com/js/21456700128.js	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/cdn.optimizely.com/js/21456700128.js	(from https://www.busuu.com/)
01:04:42	145158/145158	---MCZ	200	added ('OK')	text/html	etag:%2223706-MxMOWESP3B45DpVIr5ZYtBrfMxk%22	https://www.busuu.com/products/en	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/products/en.html	(from https://www.busuu.com/)
01:04:42	97954/97954	---M-Z	200	added ('OK')	text/html	etag:W/%225bd3d409909671d3c2d4a14bc6e45aac%22	https://www.busuu.com/en/choose-your-language	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/choose-your-language.html	(from https://www.busuu.com/)
01:04:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2006:04:44%20GMT	http://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.19.delayed	(from https://www.busuu.com/)
01:04:43	115223/115223	---MCZ	200	added ('OK')	text/html	etag:W/%2263c27bfc3d946d8f8f0097d284ea59d5%22	https://www.busuu.com/en/login	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/login.html	(from https://www.busuu.com/)
01:04:44	23675/23675	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e33f2a9254bd607162e09d0e2e08b05%22	https://widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/widget.trustpilot.com/bootstrap/v5/tp.widget.bootstrap.min.js	(from https://www.busuu.com/)
01:04:44	65860/65860	---M--	200	added ('OK')	image/png	etag:%2266cf0021-10144%22	https://www.busuu.com/user/pages/home/_01-header/busuu-header-hello.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_01-header/busuu-header-hello.png	(from https://www.busuu.com/)
01:04:46	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Sep%202024%2006:04:46%20GMT	https://www.busuu.com/en/register?learning={LANGUAGE_CODE}	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/register.1ccca0.delayed	(from https://www.busuu.com/)
01:04:47	97954/97954	---MCZ	200	added ('OK')	text/html	etag:W/%225bd3d409909671d3c2d4a14bc6e45aac%22	https://www.busuu.com/en/choose-your-language?learning=%7BLANGUAGE_CODE%7D	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/choose-your-language61b4.html	(from https://www.busuu.com/)
01:04:47	33082/33082	---M--	200	added ('OK')	image/jpeg	etag:%2266cf0021-813a%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/en-homepage-learn-together-mb-2x-opt.jpg	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/en-homepage-learn-together-mb-2x-opt.jpg	(from https://www.busuu.com/)
01:04:47	96884/96884	---M--	200	added ('OK')	image/jpeg	etag:%2266cf0021-17a74%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/homepage-learn-confidence-dt-2x-new.jpg	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/homepage-learn-confidence-dt-2x-new.jpg	(from https://www.busuu.com/)
01:04:48	91404/91404	---M--	200	added ('OK')	image/png	etag:%2266d59443-1650c%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/6-en-home_page_.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/6-en-home_page_.png	(from https://www.busuu.com/)
01:04:49	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2006:04:49%20GMT	http://widget.trustpilot.com/bootstrap/v5/tp.widget.sync.bootstrap.min.js	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/widget.trustpilot.com/bootstrap/v5/tp.widget.sync.bootstrap.min.js	(from https://www.busuu.com/)
01:04:49	60413/60413	---M--	200	added ('OK')	image/jpeg	etag:%2266cf0021-ebfd%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/en-homepage-learn-pace-mb-2x-opt.jpg	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/en-homepage-learn-pace-mb-2x-opt.jpg	(from https://www.busuu.com/)
01:04:49	1279/1279	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a148992a7b15dc7e6a9fa9d5e18e4368%22	https://widget.trustpilot.com/bootstrap/v5/tp.widget.sync.bootstrap.min.js	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/widget.trustpilot.com/bootstrap/v5/tp.widget.sync.bootstrap.min.js	(from https://www.busuu.com/)
01:04:50	657/657	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2266d59443-291%22	https://www.busuu.com/user/pages/home/_05-app-awards/google-logo-white.svg	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_05-app-awards/google-logo-white.svg	(from https://www.busuu.com/)
01:04:51	751/751	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2266d59443-2ef%22	https://www.busuu.com/user/pages/home/_05-app-awards/apple-logo-white.svg	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_05-app-awards/apple-logo-white.svg	(from https://www.busuu.com/)
01:04:51	3261/3261	---M--	200	added ('OK')	image/png	etag:%2266d59443-cbd%22	https://www.busuu.com/user/pages/home/_06-business-customers/puma_logo.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_06-business-customers/puma_logo.png	(from https://www.busuu.com/)
01:04:52	2156/2156	---M--	200	added ('OK')	image/png	etag:%2266d59443-86c%22	https://www.busuu.com/user/pages/home/_06-business-customers/dhl_logo.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_06-business-customers/dhl_logo.png	(from https://www.busuu.com/)
01:04:53	8044/8044	---M--	200	added ('OK')	image/png	etag:%2266d59443-1f6c%22	https://www.busuu.com/user/pages/home/_06-business-customers/insead_logo.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_06-business-customers/insead_logo.png	(from https://www.busuu.com/)
01:04:53	4155/4155	---M--	200	added ('OK')	image/png	etag:%2266d59443-103b%22	https://www.busuu.com/user/pages/home/_06-business-customers/julius.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_06-business-customers/julius.png	(from https://www.busuu.com/)
01:04:54	3068/3068	---M--	200	added ('OK')	image/png	etag:%2266d59443-bfc%22	https://www.busuu.com/user/pages/home/_06-business-customers/uber.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_06-business-customers/uber.png	(from https://www.busuu.com/)
01:04:55	177225/177225	---M-Z	200	added ('OK')	text/html	etag:W/%2279a1759989d470625c1260bf6219ab1b%22	https://www.busuu.com/en/course/learn-spanish-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-spanish-online.html	(from https://www.busuu.com/)
01:04:55	177171/177171	---M-Z	200	added ('OK')	text/html	etag:W/%2252320c888e24a7e2c8f0f12ee256b11e%22	https://www.busuu.com/en/course/learn-japanese-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-japanese-online.html	(from https://www.busuu.com/)
01:04:56	179841/179841	---M-Z	200	added ('OK')	text/html	etag:W/%22f464148e814849746da2ce34292ebff8%22	https://www.busuu.com/en/course/learn-french-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-french-online.html	(from https://www.busuu.com/)
01:04:56	177631/177631	---M-Z	200	added ('OK')	text/html	etag:W/%226ce3c9952db148fe2b5ad58e740e77cf%22	https://www.busuu.com/en/course/learn-english-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-english-online.html	(from https://www.busuu.com/)
01:04:56	160173/160173	---M-Z	200	added ('OK')	text/html	etag:W/%221ffad08eac4bee06c75bfecb2c94a99f%22	https://www.busuu.com/en/course/learn-german-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-german-online.html	(from https://www.busuu.com/)
01:04:57	162167/162167	---MCZ	200	added ('OK')	text/html	etag:W/%2230d736366e72688f4517b7ad36b77148%22	https://www.busuu.com/en/course/learn-dutch-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-dutch-online.html	(from https://www.busuu.com/)
01:04:58	164686/164686	---MCZ	200	added ('OK')	text/html	etag:W/%2256c15d8fe4f9ea1a97fb18c68427d885%22	https://www.busuu.com/en/course/learn-italian-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-italian-online.html	(from https://www.busuu.com/)
01:04:58	159261/159261	---MCZ	200	added ('OK')	text/html	etag:W/%221f765c29c3313920d6a7f3f808549bd2%22	https://www.busuu.com/en/course/learn-portuguese-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-portuguese-online.html	(from https://www.busuu.com/)
01:04:59	159425/159425	---M-Z	200	added ('OK')	text/html	etag:W/%22c3cf5768d2af01da70984cdb14960f3c%22	https://www.busuu.com/en/course/learn-chinese-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-chinese-online.html	(from https://www.busuu.com/)
01:05:00	159403/159403	---MCZ	200	added ('OK')	text/html	etag:W/%226da3b79af44f6bb9cd1e0ce80cb06b4a%22	https://www.busuu.com/en/course/learn-polish-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-polish-online.html	(from https://www.busuu.com/)
01:05:00	159668/159668	---M-Z	200	added ('OK')	text/html	etag:W/%22a2ebe7529831564940b2045333e63b1b%22	https://www.busuu.com/en/course/learn-turkish-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-turkish-online.html	(from https://www.busuu.com/)
01:05:01	159284/159284	---MCZ	200	added ('OK')	text/html	etag:W/%222150b451d33ab1e8e7c47c14b27d31c6%22	https://www.busuu.com/en/course/learn-russian-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-russian-online.html	(from https://www.busuu.com/)
01:05:01	159216/159216	---M-Z	200	added ('OK')	text/html	etag:W/%22988ccae7bfa64a6e3b02061b6182782a%22	https://www.busuu.com/en/course/learn-arabic-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-arabic-online.html	(from https://www.busuu.com/)
01:05:02	159517/159517	---MCZ	200	added ('OK')	text/html	etag:W/%22adbe03c942e687eed60f7fa188d5ef1f%22	https://www.busuu.com/en/course/learn-korean-online	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/course/learn-korean-online.html	(from https://www.busuu.com/)
01:05:03	125195/125195	---M-Z	200	added ('OK')	text/html	etag:W/%22ac9163e8b46f4758432c396447c879b7%22	https://www.busuu.com/en/it-works/courses	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/it-works/courses.html	(from https://www.busuu.com/)
01:05:03	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2006:05:03%20GMT	https://www.busuu.com/en/premium	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/premium	(from https://www.busuu.com/)
01:05:04	140237/140237	---M-Z	200	added ('OK')	text/html	etag:W/%2276c46f1d28210beaa4dbaeffb7fec86c%22	https://www.busuu.com/en/mobile	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/mobile.html	(from https://www.busuu.com/)
01:05:04	115854/115854	---M-Z	200	added ('OK')	text/html	etag:W/%2265c6953759648da889adfb112e37c8e2%22	https://www.busuu.com/en/voucher	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/voucher.html	(from https://www.busuu.com/)
01:05:04	129848/129848	---M-Z	200	added ('OK')	text/html	etag:W/%22ab8afb6a796bbfd4a958abd84480e337%22	https://www.busuu.com/en/about	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/about.html	(from https://www.busuu.com/)
01:05:05	143672/143672	---M-Z	200	added ('OK')	text/html	etag:W/%22a8ac2af99d8ef2c98e09f02f6af28467%22	https://www.busuu.com/en/careers	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/careers.html	(from https://www.busuu.com/)
01:05:05	132930/132930	---M-Z	200	added ('OK')	text/html	etag:W/%22761308dd19f8dfe0f1d53cc54d4bf242%22	https://www.busuu.com/en/press	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/press.html	(from https://www.busuu.com/)
01:05:05	125800/125800	---M-Z	200	added ('OK')	text/html	etag:W/%22bc83a33d416a3825688274bd463c195c%22	https://www.busuu.com/en/partners	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/partners.html	(from https://www.busuu.com/)
01:05:06	119256/119256	---M-Z	200	added ('OK')	text/html	etag:W/%22675ff29f8f44264ddb925081600c4d82%22	https://www.busuu.com/en/covid-19	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/covid-19.html	(from https://www.busuu.com/)
01:05:07	121457/121457	---MCZ	200	added ('OK')	text/html	etag:W/%225be7cc6e8e04149f9309391e27849af0%22	https://www.busuu.com/en/modern-slavery-statement	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/modern-slavery-statement.html	(from https://www.busuu.com/)
01:05:07	158323/158323	---M-Z	200	added ('OK')	text/html	etag:W/%229def0781957e8c5b4088fedaa9050a56%22	https://www.busuu.com/en/terms	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/terms.html	(from https://www.busuu.com/)
01:05:07	154910/154910	---M-Z	200	added ('OK')	text/html	etag:W/%22e037c5b246002e4bf5b851045a1ab7ce%22	https://www.busuu.com/en/privacy	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/privacy.html	(from https://www.busuu.com/)
01:05:08	409516/409516	---MCZ	200	added ('OK')	text/javascript	etag:W/%22df08c3c5ed73f16f1d9b1d448e556fcf%22	https://cdn.busuu.com/homepage/34.12.1/js/modular.js	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/cdn.busuu.com/homepage/34.12.1/js/modular.js	(from https://www.busuu.com/)
01:05:09	97715/97715	---M-Z	200	added ('OK')	text/html	etag:W/%229f1b8b3ad522dc0680f0452545b269cb%22	https://www.busuu.com/en-us/choose-your-language	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us/choose-your-language.html	(from https://www.busuu.com/en-us)
01:05:10	115023/115023	---MCZ	200	added ('OK')	text/html	etag:W/%226a935bb3ad2f3742b6285d3e25605d23%22	https://www.busuu.com/en-us/login	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us/login.html	(from https://www.busuu.com/en-us)
01:05:11	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Sep%202024%2006:05:11%20GMT	https://www.busuu.com/en-us/register?learning={LANGUAGE_CODE}	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us/registercca0	(from https://www.busuu.com/en-us)
01:05:13	97715/97715	---MCZ	200	added ('OK')	text/html	etag:W/%229f1b8b3ad522dc0680f0452545b269cb%22	https://www.busuu.com/en-us/choose-your-language?learning=%7BLANGUAGE_CODE%7D	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us/choose-your-language61b4.html	(from https://www.busuu.com/en-us)
01:05:13	91404/91404	---M--	200	added ('OK')	image/png	etag:%2266d59443-1650c%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/6-en-us-home_page.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/6-en-us-home_page.png	(from https://www.busuu.com/en-us)
01:05:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2006:05:14%20GMT	https://www.busuu.com/en/premium	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/premium	(from https://www.busuu.com/en-us)
01:05:14	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2006:05:15%20GMT	https://www.busuu.com/en/student-discount	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/student-discount	(from https://www.busuu.com/en-us)
01:05:15	163684/163684	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2243a7266b2b1f706218b3940077be7543%22	https://www.busuu.com/en/c/edu	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en/c/edu	(from https://www.busuu.com/en-us)
01:05:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2006:05:17%20GMT	https://www.busuu.com/en-us/modern-slavery-statement	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us/modern-slavery-statement	(from https://www.busuu.com/en-us)
01:05:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2009%20Sep%202024%2006:05:18%20GMT	https://www.busuu.com/en-us/terms	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us/terms	(from https://www.busuu.com/en-us)
01:05:19	152787/152787	---MCZ	200	added ('OK')	text/html	etag:W/%22b606aa7d3da9dd605161b0f2648b49dd%22	https://www.busuu.com/en-us/privacy	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/en-us/privacy.html	(from https://www.busuu.com/en-us)
01:05:20	148621/148621	---MCZ	200	added ('OK')	text/html	etag:%222448d-Z9AFsmBKilNE9SxM5ycSbrDF3II%22	https://www.busuu.com/products/es	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/products/es.html	(from https://www.busuu.com/es)
01:05:21	100407/100407	---M-Z	200	added ('OK')	text/html	etag:W/%22e82cac033017e0d7c0a3043f24f90381%22	https://www.busuu.com/es/choose-your-language	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/es/choose-your-language.html	(from https://www.busuu.com/es)
01:05:22	118440/118440	---MCZ	200	added ('OK')	text/html	etag:W/%228b1ef58643bdbbc71fa4cd9538d7b1b3%22	https://www.busuu.com/es/login	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/es/login.html	(from https://www.busuu.com/es)
01:05:23	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Mon,%2009%20Sep%202024%2006:05:23%20GMT	https://www.busuu.com/es/register?learning={LANGUAGE_CODE}	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/es/registercca0	(from https://www.busuu.com/es)
01:05:24	100407/100407	---MCZ	200	added ('OK')	text/html	etag:W/%22e82cac033017e0d7c0a3043f24f90381%22	https://www.busuu.com/es/choose-your-language?learning=%7BLANGUAGE_CODE%7D	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/es/choose-your-language61b4.html	(from https://www.busuu.com/es)
01:05:24	97375/97375	---M--	200	added ('OK')	image/png	etag:%2266d59443-17c5f%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/es-aprende-mas-con-ayuda.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/es-aprende-mas-con-ayuda.png	(from https://www.busuu.com/es)
01:05:25	114514/114514	---M--	200	added ('OK')	image/png	etag:%2266d59443-1bf52%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/es-aprende-con-confianza.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/es-aprende-con-confianza.png	(from https://www.busuu.com/es)
01:05:25	60345/60345	---M--	200	added ('OK')	image/png	etag:%2266d59443-ebb9%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/3-es-home_page_.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/3-es-home_page_.png	(from https://www.busuu.com/es)
01:05:25	129349/129349	---M--	200	added ('OK')	image/png	etag:%2266d59443-1f945%22	https://www.busuu.com/user/pages/home/_02-how-it-works-revamp/es-aprende-a-tu-manera.png	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_02-how-it-works-revamp/es-aprende-a-tu-manera.png	(from https://www.busuu.com/es)
01:05:26	5181/5181	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%2266d59443-143d%22	https://www.busuu.com/user/pages/home/_05-app-awards/eltons-logo-white.svg	C:/Users/juanp/Desktop/Trabajosu/ingles/nn/www.busuu.com/user/pages/home/_05-app-awards/eltons-logo-white.svg	(from https://www.busuu.com/es)
